age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
47,blue-collar,603,yes,yes,cellular,may,1,-1,unknown,yes
67,retired,2540,no,no,telephone,sep,3,92,success,yes
55,admin.,8304,no,no,cellular,sep,1,92,success,yes
70,retired,44,no,no,cellular,sep,2,88,other,yes
31,blue-collar,3364,yes,no,cellular,nov,1,-1,unknown,no
28,self-employed,159,no,no,cellular,nov,2,33,success,yes
30,admin.,315,yes,no,cellular,may,3,346,failure,yes
34,management,29,yes,no,cellular,may,2,-1,unknown,no
31,blue-collar,136,no,no,cellular,may,2,267,failure,yes
29,management,983,yes,no,cellular,jul,2,-1,unknown,yes
31,student,46,yes,no,cellular,jul,1,-1,unknown,yes
30,technician,86,no,no,unknown,aug,1,-1,unknown,no
56,admin.,45,no,no,unknown,may,1,-1,unknown,yes
41,technician,2490,yes,no,unknown,may,2,-1,unknown,no
48,admin.,3644,yes,yes,telephone,jul,9,-1,unknown,yes
39,management,2981,no,no,cellular,mar,1,-1,unknown,yes
77,retired,7802,no,no,telephone,may,1,92,success,yes
38,management,427,yes,no,cellular,nov,1,182,failure,no
60,self-employed,1690,no,no,cellular,aug,11,-1,unknown,no
26,management,1646,no,no,cellular,apr,4,206,success,yes
53,retired,7132,no,no,cellular,aug,2,-1,unknown,no
29,technician,938,no,no,cellular,nov,1,-1,unknown,yes
52,self-employed,217,no,yes,cellular,jul,6,-1,unknown,no
32,self-employed,0,yes,no,cellular,may,1,-1,unknown,yes
65,retired,3629,no,no,cellular,apr,1,-1,unknown,yes
29,management,560,no,no,cellular,apr,1,307,failure,yes
29,blue-collar,630,yes,no,cellular,jul,5,-1,unknown,no
25,admin.,1871,no,no,cellular,jun,1,-1,unknown,yes
36,management,3839,no,no,cellular,nov,1,-1,unknown,no
25,blue-collar,389,no,no,cellular,jun,1,-1,unknown,yes
32,management,0,no,no,cellular,aug,4,-1,unknown,no
61,retired,86,no,no,cellular,jan,1,94,success,yes
35,management,753,no,no,cellular,aug,9,-1,unknown,no
34,blue-collar,29,yes,no,cellular,may,5,-1,unknown,yes
34,blue-collar,550,yes,no,cellular,apr,3,346,failure,no
48,management,1147,no,no,cellular,aug,1,64,success,yes
34,management,13014,no,no,cellular,aug,1,-1,unknown,yes
34,blue-collar,1168,no,no,cellular,feb,2,-1,unknown,no
41,blue-collar,1461,yes,no,unknown,jun,2,-1,unknown,yes
37,management,0,yes,no,cellular,may,6,-1,unknown,no
29,blue-collar,2806,no,no,cellular,oct,1,93,other,no
62,housemaid,1528,no,no,cellular,apr,1,-1,unknown,yes
56,admin.,1854,yes,no,telephone,may,1,342,failure,no
40,blue-collar,665,yes,no,cellular,jul,1,-1,unknown,yes
37,management,238,no,no,cellular,nov,1,-1,unknown,yes
52,blue-collar,1524,no,no,cellular,jul,6,-1,unknown,yes
71,retired,2850,no,no,cellular,feb,1,-1,unknown,yes
41,blue-collar,1020,yes,no,unknown,may,1,-1,unknown,no
80,retired,1468,no,no,cellular,jan,3,-1,unknown,yes
27,services,139,no,no,cellular,jul,3,-1,unknown,no
54,retired,1851,no,no,unknown,jun,3,-1,unknown,no
34,services,1182,yes,no,unknown,may,1,-1,unknown,no
52,services,482,yes,yes,cellular,jul,7,-1,unknown,no
28,management,2840,no,no,cellular,apr,5,-1,unknown,yes
42,management,6060,yes,no,cellular,apr,1,350,failure,yes
24,technician,403,no,no,unknown,jun,1,-1,unknown,yes
44,self-employed,163,yes,no,cellular,aug,1,100,success,no
44,management,226,yes,no,cellular,aug,3,270,failure,yes
27,management,13,no,no,cellular,jan,3,-1,unknown,yes
37,technician,0,yes,no,cellular,apr,4,149,other,no
25,entrepreneur,347,no,no,cellular,aug,1,-1,unknown,yes
44,entrepreneur,121,no,no,cellular,nov,1,91,success,yes
28,admin.,2290,yes,no,cellular,may,1,-1,unknown,yes
28,self-employed,123,yes,no,unknown,may,1,-1,unknown,no
55,management,655,no,no,cellular,jul,6,-1,unknown,no
23,technician,356,yes,no,cellular,may,2,356,failure,no
32,admin.,-32,no,no,cellular,jan,1,185,other,no
71,retired,653,no,no,telephone,sep,1,189,success,yes
33,technician,2044,yes,no,cellular,may,3,-1,unknown,yes
49,entrepreneur,4976,yes,no,cellular,nov,1,-1,unknown,no
38,student,64,no,no,cellular,aug,1,-1,unknown,no
24,admin.,541,yes,no,unknown,jun,4,-1,unknown,no
43,admin.,664,yes,no,cellular,apr,1,-1,unknown,no
27,services,202,yes,no,telephone,jul,2,-1,unknown,no
36,management,1352,no,no,unknown,jun,1,-1,unknown,yes
51,technician,1347,yes,yes,cellular,feb,1,243,failure,yes
73,retired,542,no,no,cellular,oct,1,180,failure,yes
47,unknown,1880,no,no,unknown,jun,2,-1,unknown,no
66,retired,1948,no,no,cellular,jan,1,91,success,yes
37,services,278,yes,no,unknown,jun,3,-1,unknown,yes
45,unknown,44,no,no,unknown,jun,1,-1,unknown,no
45,technician,410,yes,no,unknown,may,4,-1,unknown,yes
47,services,405,no,yes,cellular,aug,2,-1,unknown,yes
31,technician,589,yes,yes,unknown,may,1,-1,unknown,no
48,admin.,2235,yes,yes,unknown,may,2,-1,unknown,no
40,blue-collar,-388,yes,no,cellular,may,3,340,failure,no
27,student,91,no,no,telephone,dec,6,95,other,no
46,blue-collar,1568,yes,no,cellular,jun,1,55,other,yes
39,services,0,yes,no,cellular,may,1,-1,unknown,no
29,self-employed,1,no,no,cellular,jul,3,-1,unknown,no
49,self-employed,-341,no,yes,cellular,nov,2,-1,unknown,no
29,admin.,260,yes,no,cellular,feb,2,273,failure,no
29,admin.,1070,yes,no,unknown,may,1,357,other,yes
77,retired,3417,no,no,cellular,nov,1,-1,unknown,yes
58,technician,3399,no,no,telephone,nov,2,188,success,yes
38,admin.,262,no,no,cellular,feb,2,180,failure,yes
25,blue-collar,-247,yes,no,cellular,jul,1,-1,unknown,yes
48,blue-collar,51,no,yes,telephone,jul,1,-1,unknown,no
26,student,689,no,no,cellular,may,2,-1,unknown,yes
59,management,1727,no,no,telephone,may,4,358,failure,yes
51,management,-55,yes,no,cellular,may,2,266,failure,no
54,technician,876,no,no,cellular,oct,3,541,success,yes
48,blue-collar,1596,yes,no,unknown,may,1,-1,unknown,yes
35,blue-collar,0,no,no,cellular,jul,4,-1,unknown,no
54,management,602,no,no,cellular,jul,2,-1,unknown,no
49,technician,2585,no,no,unknown,jun,1,-1,unknown,no
38,technician,1294,yes,no,unknown,may,1,-1,unknown,no
50,admin.,133,no,no,cellular,jul,4,-1,unknown,yes
45,unknown,406,no,no,cellular,sep,1,-1,unknown,yes
48,management,2351,no,no,cellular,sep,1,105,success,yes
56,technician,73,no,no,cellular,aug,4,-1,unknown,yes
47,admin.,989,no,no,unknown,jun,1,-1,unknown,no
34,technician,4,yes,no,cellular,feb,2,263,failure,no
37,services,2678,no,no,cellular,mar,1,-1,unknown,yes
51,technician,573,yes,yes,unknown,may,1,-1,unknown,no
49,blue-collar,0,no,yes,cellular,jul,1,-1,unknown,yes
46,services,281,yes,yes,cellular,may,1,-1,unknown,no
39,entrepreneur,283,yes,no,unknown,may,2,-1,unknown,no
31,blue-collar,292,yes,yes,unknown,may,18,-1,unknown,no
78,retired,229,no,no,telephone,oct,1,-1,unknown,yes
59,retired,434,yes,no,unknown,may,3,-1,unknown,no
24,admin.,1052,no,no,cellular,apr,1,-1,unknown,yes
36,management,0,no,no,telephone,aug,9,-1,unknown,yes
32,management,-383,yes,no,unknown,may,1,-1,unknown,no
59,retired,1887,no,no,cellular,aug,8,-1,unknown,no
53,management,380,no,yes,cellular,jun,2,-1,unknown,yes
39,services,324,yes,no,cellular,may,2,312,failure,no
33,admin.,0,yes,yes,cellular,jul,1,-1,unknown,no
27,technician,643,no,no,cellular,jul,1,-1,unknown,yes
49,unknown,341,yes,yes,unknown,may,2,-1,unknown,yes
42,admin.,-466,no,yes,telephone,jul,15,-1,unknown,no
36,services,11462,yes,no,cellular,nov,1,-1,unknown,yes
25,student,1189,no,no,cellular,jun,1,-1,unknown,yes
35,blue-collar,0,yes,no,cellular,feb,3,280,other,no
38,services,4017,no,no,cellular,aug,1,96,success,yes
80,retired,8304,no,no,telephone,jun,1,64,failure,yes
60,admin.,478,no,no,cellular,jul,2,311,failure,yes
34,management,575,no,no,cellular,mar,1,-1,unknown,yes
47,blue-collar,668,yes,no,cellular,may,6,354,success,no
43,blue-collar,250,yes,no,cellular,may,5,342,failure,no
51,housemaid,1093,no,yes,unknown,jun,1,-1,unknown,no
40,services,-116,yes,no,unknown,may,3,-1,unknown,no
55,services,0,no,no,cellular,sep,6,193,success,yes
50,technician,1717,no,no,telephone,jul,8,-1,unknown,no
37,management,240,no,no,unknown,jun,1,-1,unknown,yes
58,retired,999,no,no,cellular,jul,6,-1,unknown,no
78,retired,2628,no,no,telephone,apr,2,-1,unknown,no
43,management,5172,yes,no,unknown,may,3,-1,unknown,no
46,technician,0,no,no,cellular,nov,1,167,failure,yes
48,technician,113,no,yes,cellular,jul,1,-1,unknown,no
21,student,137,yes,no,unknown,may,3,-1,unknown,no
50,management,2910,no,no,telephone,nov,1,113,failure,no
27,services,1303,yes,yes,unknown,may,1,-1,unknown,no
29,blue-collar,8,yes,yes,cellular,jul,1,-1,unknown,yes
35,unemployed,127,yes,no,telephone,nov,1,-1,unknown,yes
49,entrepreneur,2908,no,no,unknown,jun,1,-1,unknown,no
40,admin.,50,no,no,cellular,may,1,-1,unknown,yes
28,management,437,no,no,cellular,may,1,-1,unknown,yes
33,admin.,640,no,no,cellular,jul,1,-1,unknown,no
25,services,628,no,no,cellular,jul,1,-1,unknown,no
39,management,2193,yes,yes,unknown,jun,3,-1,unknown,no
42,unemployed,-581,yes,no,cellular,may,1,370,failure,no
59,services,307,yes,yes,unknown,may,7,-1,unknown,no
59,blue-collar,1265,no,yes,cellular,jul,1,-1,unknown,yes
38,technician,4383,no,no,cellular,feb,4,-1,unknown,yes
30,management,2994,yes,no,cellular,mar,1,137,other,no
26,admin.,274,no,no,cellular,apr,3,-1,unknown,yes
50,unemployed,3357,no,no,cellular,jun,4,-1,unknown,yes
47,blue-collar,126,yes,no,unknown,jun,2,-1,unknown,yes
29,unemployed,1311,no,no,cellular,aug,1,-1,unknown,yes
48,management,0,no,no,unknown,jun,3,-1,unknown,no
32,admin.,1630,yes,no,cellular,jan,1,-1,unknown,no
70,retired,4982,no,no,cellular,may,2,-1,unknown,no
32,admin.,281,yes,no,unknown,may,1,-1,unknown,no
26,services,209,yes,no,cellular,jul,2,-1,unknown,no
30,technician,3028,yes,no,cellular,aug,5,-1,unknown,no
70,retired,2384,no,no,cellular,oct,2,-1,unknown,yes
28,student,3,no,no,cellular,nov,2,148,other,no
30,management,1466,no,no,cellular,aug,4,-1,unknown,no
53,unemployed,582,yes,no,unknown,may,2,-1,unknown,no
41,blue-collar,140,yes,no,cellular,jan,2,-1,unknown,no
41,blue-collar,75,yes,no,unknown,jul,9,-1,unknown,yes
39,management,2454,yes,no,cellular,may,3,263,failure,yes
44,blue-collar,-234,yes,yes,cellular,may,3,347,failure,no
28,technician,-123,no,yes,cellular,jul,1,-1,unknown,yes
35,management,644,yes,no,unknown,may,2,-1,unknown,no
35,management,839,yes,no,unknown,may,3,-1,unknown,no
30,admin.,10,yes,no,cellular,jul,2,-1,unknown,yes
34,admin.,1406,yes,no,cellular,aug,2,85,success,yes
43,management,1429,yes,no,cellular,nov,1,198,other,yes
34,management,402,no,no,cellular,may,1,-1,unknown,no
39,technician,0,yes,yes,cellular,apr,1,-1,unknown,no
30,management,2995,yes,no,cellular,nov,1,-1,unknown,no
28,unemployed,482,no,no,cellular,may,1,-1,unknown,yes
40,blue-collar,1009,yes,yes,unknown,jun,5,-1,unknown,yes
36,management,1257,no,no,cellular,feb,9,101,other,no
37,management,1689,yes,no,unknown,may,2,-1,unknown,no
53,blue-collar,1388,no,no,cellular,aug,4,-1,unknown,no
29,student,67,no,no,cellular,feb,1,187,success,yes
56,technician,1561,no,no,cellular,aug,1,-1,unknown,no
57,blue-collar,807,yes,no,unknown,may,2,-1,unknown,no
44,management,0,no,no,unknown,may,1,-1,unknown,no
45,admin.,67,no,no,cellular,feb,2,-1,unknown,no
21,blue-collar,682,no,no,cellular,mar,1,-1,unknown,yes
34,technician,7050,no,no,cellular,aug,1,-1,unknown,yes
31,management,825,yes,no,unknown,may,2,-1,unknown,yes
25,admin.,1734,no,no,cellular,oct,1,-1,unknown,no
27,blue-collar,2486,yes,no,unknown,may,1,-1,unknown,yes
74,retired,9480,no,no,cellular,apr,1,-1,unknown,yes
48,technician,256,yes,no,unknown,may,4,-1,unknown,no
59,blue-collar,-546,no,no,cellular,aug,6,-1,unknown,yes
28,blue-collar,1011,yes,no,cellular,apr,3,-1,unknown,no
60,blue-collar,92,yes,no,unknown,jun,3,-1,unknown,no
36,blue-collar,1049,yes,no,cellular,may,4,-1,unknown,yes
67,retired,1341,no,no,cellular,feb,1,-1,unknown,yes
50,entrepreneur,2410,no,no,cellular,nov,1,-1,unknown,no
35,blue-collar,22,yes,no,cellular,may,2,302,other,yes
29,blue-collar,694,yes,yes,cellular,jul,4,-1,unknown,yes
52,services,36,yes,yes,cellular,may,1,-1,unknown,yes
33,entrepreneur,1623,yes,no,cellular,sep,3,-1,unknown,yes
29,self-employed,123,no,yes,cellular,oct,1,184,success,yes
38,self-employed,677,yes,no,cellular,may,2,-1,unknown,no
29,technician,1489,yes,no,unknown,may,1,-1,unknown,no
30,technician,2278,no,yes,telephone,nov,1,-1,unknown,no
63,technician,896,yes,no,cellular,jan,3,91,other,no
36,blue-collar,679,yes,yes,cellular,may,1,-1,unknown,no
49,admin.,1096,yes,no,cellular,apr,1,303,failure,no
32,admin.,284,yes,no,cellular,apr,3,-1,unknown,yes
35,management,3168,no,no,cellular,aug,30,-1,unknown,no
53,unknown,0,no,no,cellular,aug,5,-1,unknown,no
42,entrepreneur,0,yes,no,cellular,apr,1,140,failure,yes
36,blue-collar,-206,yes,no,unknown,may,2,-1,unknown,no
60,retired,364,yes,no,unknown,may,2,-1,unknown,no
40,blue-collar,1023,yes,no,cellular,may,5,336,other,no
30,management,135,no,no,cellular,aug,2,-1,unknown,no
34,technician,2658,yes,no,cellular,mar,1,230,failure,no
38,technician,565,no,no,cellular,aug,2,-1,unknown,no
35,admin.,8,yes,no,unknown,may,18,-1,unknown,no
32,admin.,272,yes,no,cellular,oct,2,-1,unknown,no
53,blue-collar,2656,yes,no,unknown,may,2,-1,unknown,yes
35,management,750,yes,no,cellular,aug,12,-1,unknown,no
37,blue-collar,2870,yes,no,unknown,jun,2,-1,unknown,no
26,blue-collar,658,no,yes,telephone,jul,4,-1,unknown,no
34,management,589,no,no,cellular,sep,1,44,other,yes
25,management,-242,yes,yes,cellular,may,4,332,other,yes
41,admin.,982,no,no,cellular,jul,1,-1,unknown,no
28,technician,4987,no,no,cellular,jun,2,113,success,yes
54,admin.,0,no,no,cellular,jul,2,-1,unknown,no
24,management,867,yes,no,unknown,jun,10,-1,unknown,yes
26,student,294,no,no,cellular,mar,1,91,success,yes
48,technician,23495,no,no,cellular,aug,8,-1,unknown,no
31,self-employed,414,no,no,cellular,aug,5,-1,unknown,no
46,blue-collar,1074,yes,no,cellular,may,2,-1,unknown,no
36,technician,54,yes,no,cellular,aug,3,-1,unknown,yes
49,technician,550,yes,no,unknown,jun,2,-1,unknown,no
46,management,0,no,no,unknown,jun,1,-1,unknown,no
39,management,756,yes,no,unknown,jun,1,-1,unknown,no
25,blue-collar,509,no,no,cellular,mar,1,-1,unknown,yes
62,retired,800,no,no,cellular,feb,1,-1,unknown,yes
35,management,495,no,no,cellular,apr,1,87,failure,yes
40,technician,1716,yes,no,cellular,aug,8,-1,unknown,no
35,management,0,yes,no,cellular,may,1,-1,unknown,no
31,management,1575,no,no,cellular,aug,4,-1,unknown,no
42,services,4216,no,no,cellular,jun,2,-1,unknown,yes
49,management,249,no,no,telephone,nov,1,-1,unknown,yes
52,services,992,yes,no,cellular,oct,1,515,failure,yes
44,technician,2776,yes,no,cellular,jan,1,-1,unknown,yes
66,admin.,4041,no,no,cellular,jun,2,-1,unknown,yes
21,management,243,no,yes,cellular,jun,2,-1,unknown,no
34,technician,47,no,no,cellular,aug,6,-1,unknown,no
40,self-employed,-94,yes,no,cellular,jul,1,-1,unknown,no
40,services,9374,yes,no,cellular,nov,8,185,failure,no
33,management,816,yes,no,cellular,oct,2,503,failure,yes
32,technician,765,yes,yes,cellular,apr,2,-1,unknown,yes
30,management,233,yes,no,unknown,may,10,-1,unknown,no
50,management,11528,yes,no,unknown,may,1,-1,unknown,no
55,admin.,46,no,no,cellular,aug,4,-1,unknown,no
56,blue-collar,771,yes,yes,unknown,jun,1,-1,unknown,no
30,admin.,590,no,no,cellular,aug,3,-1,unknown,no
61,retired,77,no,no,cellular,aug,4,-1,unknown,yes
25,admin.,96,yes,no,unknown,may,2,-1,unknown,no
42,entrepreneur,1002,no,no,unknown,jun,3,-1,unknown,no
45,housemaid,317,yes,no,cellular,apr,2,-1,unknown,no
35,self-employed,347,no,no,unknown,jun,1,-1,unknown,no
38,technician,5115,yes,no,cellular,feb,1,102,success,yes
33,technician,3572,yes,no,cellular,nov,2,-1,unknown,no
48,management,268,yes,no,cellular,jul,7,-1,unknown,yes
37,admin.,1000,yes,no,cellular,jun,1,90,success,yes
37,technician,197,no,no,cellular,nov,1,200,success,yes
53,technician,1776,no,no,unknown,jun,7,-1,unknown,no
32,services,182,yes,no,cellular,may,1,-1,unknown,no
40,admin.,523,yes,yes,unknown,may,3,-1,unknown,no
37,blue-collar,157,yes,no,unknown,may,8,-1,unknown,no
42,unknown,222,no,no,cellular,aug,16,-1,unknown,no
50,admin.,736,yes,no,unknown,may,1,-1,unknown,no
32,blue-collar,-1,yes,no,unknown,may,1,-1,unknown,yes
71,retired,3230,no,no,cellular,may,2,133,failure,yes
33,blue-collar,870,no,yes,cellular,jul,3,-1,unknown,no
27,admin.,-97,yes,no,unknown,jun,2,-1,unknown,yes
31,services,593,yes,no,cellular,nov,2,-1,unknown,no
44,blue-collar,0,no,no,cellular,jul,2,-1,unknown,yes
39,management,562,no,no,cellular,sep,2,-1,unknown,no
46,technician,3308,no,no,cellular,jul,2,-1,unknown,yes
38,blue-collar,172,yes,no,cellular,apr,1,-1,unknown,yes
59,retired,148,yes,yes,cellular,may,2,366,other,yes
37,services,50,no,no,cellular,nov,1,154,other,no
38,management,1199,no,no,cellular,aug,1,1,success,yes
60,retired,0,yes,no,unknown,may,4,-1,unknown,no
46,blue-collar,219,yes,no,cellular,nov,1,-1,unknown,yes
27,technician,931,yes,no,cellular,feb,1,-1,unknown,yes
29,technician,1165,no,no,cellular,jun,1,-1,unknown,yes
56,management,7747,no,no,unknown,jun,2,-1,unknown,no
36,management,1898,yes,yes,unknown,may,1,-1,unknown,no
39,services,326,yes,no,unknown,may,1,-1,unknown,no
49,blue-collar,0,yes,no,cellular,jul,2,-1,unknown,no
33,management,952,yes,no,cellular,apr,5,-1,unknown,yes
36,services,335,yes,no,unknown,may,2,-1,unknown,no
31,admin.,81,yes,no,cellular,apr,2,165,other,no
55,management,2037,no,no,cellular,nov,2,273,failure,yes
25,blue-collar,17,yes,no,unknown,may,2,-1,unknown,no
34,technician,2838,yes,no,cellular,may,3,-1,unknown,yes
53,blue-collar,4222,no,no,unknown,jun,1,-1,unknown,no
37,management,1594,yes,no,cellular,apr,1,260,failure,no
31,admin.,8781,yes,no,cellular,may,1,177,success,yes
44,management,4758,yes,no,cellular,jul,6,-1,unknown,yes
30,self-employed,3343,no,no,cellular,jun,1,-1,unknown,yes
43,self-employed,66,yes,no,unknown,may,5,-1,unknown,no
34,housemaid,2929,no,no,cellular,aug,2,-1,unknown,yes
28,student,5916,no,no,cellular,may,1,63,failure,no
47,technician,1013,no,no,cellular,sep,1,92,failure,yes
54,management,752,no,no,telephone,jul,5,491,other,yes
44,management,1090,no,no,cellular,oct,4,93,success,yes
31,student,64,no,no,cellular,jun,2,-1,unknown,yes
53,retired,2269,no,no,cellular,nov,2,150,success,yes
31,blue-collar,33,yes,no,cellular,jul,2,-1,unknown,yes
46,self-employed,21,no,no,cellular,jul,2,-1,unknown,yes
39,admin.,607,yes,no,cellular,may,2,364,failure,yes
33,blue-collar,312,yes,no,unknown,jun,2,-1,unknown,no
36,technician,4596,yes,no,cellular,apr,2,-1,unknown,yes
35,technician,15474,no,no,cellular,nov,1,92,other,no
37,entrepreneur,4798,yes,no,unknown,may,2,-1,unknown,no
30,management,415,yes,yes,cellular,may,1,343,failure,yes
39,services,26,yes,no,cellular,may,3,-1,unknown,no
30,blue-collar,239,yes,no,unknown,may,1,-1,unknown,yes
33,management,588,yes,no,cellular,may,5,-1,unknown,no
36,services,4721,no,no,cellular,jun,1,92,success,yes
47,technician,293,no,no,cellular,jun,1,90,success,yes
59,retired,1634,yes,yes,cellular,aug,1,-1,unknown,yes
88,retired,648,no,no,telephone,sep,1,-1,unknown,no
37,management,0,no,no,unknown,jun,6,-1,unknown,yes
50,management,810,no,no,cellular,sep,1,103,success,yes
50,blue-collar,280,yes,no,unknown,jun,23,-1,unknown,no
43,admin.,6,no,no,unknown,may,1,-1,unknown,no
54,services,4482,yes,no,unknown,may,2,-1,unknown,no
42,management,1243,no,no,cellular,aug,4,-1,unknown,yes
45,admin.,231,yes,no,unknown,jun,3,-1,unknown,no
28,blue-collar,38,yes,no,unknown,may,1,-1,unknown,no
37,blue-collar,-4,yes,yes,unknown,may,1,-1,unknown,no
31,management,1761,yes,no,telephone,jul,3,440,failure,yes
30,admin.,69,yes,no,cellular,apr,1,-1,unknown,yes
38,technician,565,yes,no,cellular,apr,1,-1,unknown,yes
34,housemaid,0,no,no,cellular,aug,1,84,failure,yes
54,entrepreneur,4736,yes,no,telephone,apr,6,307,failure,yes
36,unemployed,115,no,no,cellular,feb,2,-1,unknown,no
42,blue-collar,1461,yes,no,cellular,may,2,170,failure,yes
33,technician,218,yes,yes,telephone,mar,4,-1,unknown,no
43,technician,-1701,yes,no,unknown,may,1,-1,unknown,no
27,housemaid,275,yes,no,cellular,may,2,-1,unknown,no
37,admin.,3913,yes,no,cellular,apr,1,-1,unknown,yes
49,services,-8,yes,no,unknown,may,1,-1,unknown,yes
33,admin.,616,no,no,cellular,sep,3,-1,unknown,yes
55,admin.,2038,no,no,cellular,apr,1,-1,unknown,yes
79,retired,3025,no,no,cellular,dec,3,126,other,yes
53,admin.,459,no,no,cellular,apr,1,-1,unknown,yes
48,management,427,no,no,cellular,nov,1,-1,unknown,no
30,services,1824,yes,no,cellular,jul,2,-1,unknown,no
54,management,2171,yes,yes,telephone,nov,1,-1,unknown,yes
36,services,52,yes,no,cellular,sep,1,95,success,yes
31,blue-collar,68,yes,no,unknown,may,1,-1,unknown,no
30,services,-143,yes,no,cellular,may,1,-1,unknown,no
33,technician,1699,no,no,cellular,jan,1,83,success,yes
26,admin.,3415,no,no,cellular,apr,1,-1,unknown,yes
32,blue-collar,118,yes,no,cellular,jul,1,-1,unknown,yes
50,blue-collar,1064,yes,no,cellular,aug,2,-1,unknown,no
47,admin.,3696,no,no,cellular,jan,4,-1,unknown,yes
33,unemployed,1211,no,no,cellular,feb,1,188,success,yes
35,unemployed,154,no,no,cellular,jul,4,181,failure,yes
38,blue-collar,132,yes,no,cellular,may,2,-1,unknown,no
51,self-employed,44,yes,yes,telephone,jul,1,-1,unknown,no
42,technician,0,yes,no,unknown,may,2,-1,unknown,no
39,blue-collar,-119,no,no,unknown,jun,6,-1,unknown,no
38,services,3165,yes,no,unknown,may,2,-1,unknown,no
30,student,48,no,no,cellular,aug,1,173,failure,yes
52,management,-970,yes,no,cellular,feb,1,-1,unknown,yes
34,blue-collar,262,no,no,cellular,sep,2,106,success,yes
51,blue-collar,42,yes,no,cellular,may,2,342,failure,no
50,admin.,3608,yes,no,cellular,may,8,182,success,yes
65,unemployed,3195,no,no,telephone,mar,1,-1,unknown,yes
40,technician,2338,no,no,cellular,oct,2,-1,unknown,yes
31,unemployed,1489,yes,no,cellular,feb,1,-1,unknown,no
34,services,258,yes,no,unknown,jun,2,-1,unknown,no
46,management,149,no,no,cellular,nov,2,-1,unknown,yes
48,admin.,1131,no,yes,cellular,may,1,-1,unknown,no
56,technician,589,yes,no,unknown,may,2,-1,unknown,yes
44,technician,-375,yes,yes,telephone,may,4,-1,unknown,no
58,unemployed,1625,no,no,cellular,feb,2,-1,unknown,yes
46,technician,9299,no,no,cellular,jul,1,276,other,yes
38,management,1875,no,no,cellular,nov,1,-1,unknown,no
49,management,2881,no,no,cellular,mar,3,-1,unknown,yes
35,technician,0,no,no,cellular,jan,7,-1,unknown,yes
50,self-employed,5312,no,no,cellular,jul,3,-1,unknown,no
33,management,1909,no,no,cellular,aug,2,-1,unknown,no
24,blue-collar,174,yes,yes,cellular,may,1,-1,unknown,yes
28,student,1925,no,no,cellular,nov,1,97,failure,yes
52,blue-collar,1405,no,yes,cellular,jul,2,-1,unknown,yes
35,management,18111,no,no,cellular,aug,4,-1,unknown,yes
34,services,1337,no,no,cellular,apr,1,-1,unknown,yes
32,blue-collar,2263,no,no,cellular,may,2,-1,unknown,no
37,blue-collar,1590,no,no,unknown,jun,2,-1,unknown,no
35,services,2918,no,yes,cellular,jul,2,407,success,yes
34,technician,8,yes,no,cellular,may,2,-1,unknown,no
44,services,608,yes,yes,unknown,jun,30,-1,unknown,no
39,blue-collar,2715,yes,no,unknown,jun,3,-1,unknown,no
41,self-employed,1081,no,no,cellular,may,3,-1,unknown,yes
24,technician,556,yes,no,cellular,feb,1,94,success,yes
40,management,838,yes,no,unknown,may,3,-1,unknown,no
37,admin.,1314,yes,no,cellular,may,1,14,failure,no
42,management,27696,no,no,cellular,aug,1,91,success,yes
53,blue-collar,4401,no,no,telephone,nov,1,92,success,yes
29,management,2753,no,no,cellular,apr,1,-1,unknown,yes
41,management,144,no,no,cellular,feb,3,-1,unknown,no
41,services,205,yes,no,unknown,may,1,-1,unknown,no
39,blue-collar,766,yes,no,unknown,jun,3,-1,unknown,no
18,student,348,no,no,cellular,may,4,-1,unknown,yes
25,technician,86,no,yes,cellular,jul,2,-1,unknown,no
35,technician,7050,no,no,cellular,aug,3,182,success,yes
41,admin.,1076,yes,no,cellular,jun,2,391,other,no
58,self-employed,5810,no,no,cellular,mar,1,-1,unknown,yes
34,blue-collar,3,yes,no,telephone,may,1,-1,unknown,no
36,services,0,no,yes,cellular,jul,7,-1,unknown,yes
32,management,1882,no,no,cellular,aug,5,-1,unknown,yes
37,management,1276,no,no,cellular,aug,2,-1,unknown,yes
34,blue-collar,4622,yes,yes,unknown,may,1,-1,unknown,no
37,technician,147,no,no,unknown,may,2,-1,unknown,no
32,management,0,no,no,unknown,may,1,-1,unknown,no
41,services,2399,yes,no,cellular,may,2,351,failure,no
41,admin.,1395,yes,yes,cellular,may,1,308,failure,no
39,services,-96,yes,yes,telephone,may,6,-1,unknown,no
37,management,1027,yes,no,cellular,oct,1,119,failure,yes
36,blue-collar,722,yes,no,unknown,may,2,-1,unknown,no
39,blue-collar,1307,yes,no,telephone,oct,1,-1,unknown,yes
58,management,3864,yes,no,cellular,jul,4,-1,unknown,yes
40,blue-collar,1938,yes,no,cellular,may,1,-1,unknown,no
50,housemaid,799,no,no,telephone,jan,1,-1,unknown,no
33,blue-collar,0,yes,no,telephone,jul,3,-1,unknown,no
59,management,296,no,yes,cellular,jul,3,-1,unknown,yes
55,retired,3334,no,no,cellular,aug,4,-1,unknown,yes
60,retired,2060,no,no,cellular,mar,1,88,other,no
29,technician,2269,yes,no,cellular,apr,1,346,failure,no
31,admin.,8784,yes,no,unknown,may,2,-1,unknown,no
29,student,1925,no,no,cellular,oct,3,149,success,yes
